,0,1,2
1274,Vancouver,British Columbia,
1276,Vancouver,British Columbia,
1277,Vancouver,British Columbia,
1279,Victoria,British Columbia,
1280,Victoria,British Columbia,
1282,Victoria,British Columbia,
1283,Victoria,British Columbia,
1285,Windsor,Ontario,
1286,Windsor,Ontario,
1288,Windsor,Ontario,
1289,Windsor,Ontario,
1291,Winnipeg,Manitoba,
1292,Winnipeg,Manitoba,
1294,Winnipeg,Manitoba,
1295,Winnipeg,Manitoba,
1303,Abbotsford-Mission,British Columbia,
1304,Abbotsford-Mission,British Columbia,
1306,Abbotsford-Mission,British Columbia,
1307,Abbotsford-Mission,British Columbia,
1309,Barrie,Ontario,
1310,Barrie,Ontario,
1312,Barrie,Ontario,
1313,Barrie,Ontario,
1315,Brantford,Ontario,
1316,Brantford,Ontario,
1318,Brantford,Ontario,
1319,Brantford,Ontario,
1321,Calgary,Alberta,
1322,Calgary,Alberta,
1324,Calgary,Alberta,
1325,Calgary,Alberta,
1327,Edmonton,Alberta,
1328,Edmonton,Alberta,
1330,Edmonton,Alberta,
1331,Edmonton,Alberta,
1333,Greater Sudbury,Ontario,
1334,Greater Sudbury,Ontario,
1336,Greater Sudbury,Ontario,
1337,Greater Sudbury,Ontario,
1339,Guelph,Ontario,
1340,Guelph,Ontario,
1342,Guelph,Ontario,
1343,Guelph,Ontario,
1345,Halifax,Nova Scotia,
1346,Halifax,Nova Scotia,
1348,Halifax,Nova Scotia,
1349,Halifax,Nova Scotia,
1351,Hamilton,Ontario,
1352,Hamilton,Ontario,
1354,Hamilton,Ontario,
1355,Hamilton,Ontario,
1357,Kelowna,British Columbia,
1358,Kelowna,British Columbia,
1360,Kelowna,British Columbia,
1361,Kelowna,British Columbia,
1363,Kingston,Ontario,
1364,Kingston,Ontario,
1366,Kingston,Ontario,
1367,Kingston,Ontario,
1369,Kitchener-Cambridge-Waterloo,Ontario,
1370,Kitchener-Cambridge-Waterloo,Ontario,
1372,Kitchener-Cambridge-Waterloo,Ontario,
1373,Kitchener-Cambridge-Waterloo,Ontario,
1375,London,Ontario,
1376,London,Ontario,
1378,London,Ontario,
1379,London,Ontario,
1381,Moncton,New Brunswick,
1382,Moncton,New Brunswick,
1384,Moncton,New Brunswick,
1385,Moncton,New Brunswick,
1387,Montréal excluding Saint-Jérôme,Quebec,
1388,Montréal excluding Saint-Jérôme,Quebec,
1390,Montréal excluding Saint-Jérôme,Quebec,
1391,Montréal excluding Saint-Jérôme,Quebec,
1393,Oshawa,Ontario,
1394,Oshawa,Ontario,
1396,Oshawa,Ontario,
1397,Oshawa,Ontario,
1399,Ottawa-Gatineau,Ontario/Quebec,
1400,Ottawa-Gatineau,Ontario/Quebec,
1402,Ottawa-Gatineau,Ontario/Quebec,
1403,Ottawa-Gatineau,Ontario/Quebec,
1405,Ottawa-Gatineau,Ontario part,Ontario/Quebec
1406,Ottawa-Gatineau,Ontario part,Ontario/Quebec
1408,Ottawa-Gatineau,Ontario part,Ontario/Quebec
1409,Ottawa-Gatineau,Ontario part,Ontario/Quebec
1411,Ottawa-Gatineau,Quebec part,Ontario/Quebec
1412,Ottawa-Gatineau,Quebec part,Ontario/Quebec
1414,Ottawa-Gatineau,Quebec part,Ontario/Quebec
1415,Ottawa-Gatineau,Quebec part,Ontario/Quebec
1417,Peterborough,Ontario,
1418,Peterborough,Ontario,
1420,Peterborough,Ontario,
1421,Peterborough,Ontario,
1423,Québec,Quebec,
1424,Québec,Quebec,
1426,Québec,Quebec,
1427,Québec,Quebec,
1429,Regina,Saskatchewan,
1430,Regina,Saskatchewan,
1432,Regina,Saskatchewan,
1433,Regina,Saskatchewan,
1435,St. Catharines-Niagara,Ontario,
1436,St. Catharines-Niagara,Ontario,
1438,St. Catharines-Niagara,Ontario,
1439,St. Catharines-Niagara,Ontario,
1441,St. John's,Newfoundland and Labrador,
1442,St. John's,Newfoundland and Labrador,
1444,St. John's,Newfoundland and Labrador,
1445,St. John's,Newfoundland and Labrador,
1447,Saguenay,Quebec,
1448,Saguenay,Quebec,
1450,Saguenay,Quebec,
1451,Saguenay,Quebec,
1453,Saint John,New Brunswick,
1454,Saint John,New Brunswick,
1456,Saint John,New Brunswick,
1457,Saint John,New Brunswick,
1459,Saskatoon,Saskatchewan,
1460,Saskatoon,Saskatchewan,
1462,Saskatoon,Saskatchewan,
1463,Saskatoon,Saskatchewan,
1465,Sherbrooke,Quebec,
1466,Sherbrooke,Quebec,
1468,Sherbrooke,Quebec,
1469,Sherbrooke,Quebec,
1471,Thunder Bay,Ontario,
1472,Thunder Bay,Ontario,
1474,Thunder Bay,Ontario,
1475,Thunder Bay,Ontario,
1477,Toronto,Ontario,
1478,Toronto,Ontario,
1480,Toronto,Ontario,
1481,Toronto,Ontario,
1483,Trois-Rivières,Quebec,
1484,Trois-Rivières,Quebec,
1486,Trois-Rivières,Quebec,
1487,Trois-Rivières,Quebec,
1489,Vancouver,British Columbia,
1490,Vancouver,British Columbia,
1492,Vancouver,British Columbia,
1493,Vancouver,British Columbia,
1495,Victoria,British Columbia,
1496,Victoria,British Columbia,
1498,Victoria,British Columbia,
1499,Victoria,British Columbia,
1501,Windsor,Ontario,
1502,Windsor,Ontario,
1504,Windsor,Ontario,
1505,Windsor,Ontario,
1507,Winnipeg,Manitoba,
1508,Winnipeg,Manitoba,
1510,Winnipeg,Manitoba,
1511,Winnipeg,Manitoba,
1519,Abbotsford-Mission,British Columbia,
1520,Abbotsford-Mission,British Columbia,
1522,Abbotsford-Mission,British Columbia,
1523,Abbotsford-Mission,British Columbia,
1525,Barrie,Ontario,
1526,Barrie,Ontario,
1528,Barrie,Ontario,
1529,Barrie,Ontario,
1531,Brantford,Ontario,
1532,Brantford,Ontario,
1534,Brantford,Ontario,
1535,Brantford,Ontario,
1537,Calgary,Alberta,
1538,Calgary,Alberta,
1540,Calgary,Alberta,
1541,Calgary,Alberta,
1543,Edmonton,Alberta,
1544,Edmonton,Alberta,
1546,Edmonton,Alberta,
1547,Edmonton,Alberta,
1549,Greater Sudbury,Ontario,
1550,Greater Sudbury,Ontario,
1552,Greater Sudbury,Ontario,
1553,Greater Sudbury,Ontario,
1555,Guelph,Ontario,
1556,Guelph,Ontario,
1558,Guelph,Ontario,
1559,Guelph,Ontario,
1561,Halifax,Nova Scotia,
1562,Halifax,Nova Scotia,
1564,Halifax,Nova Scotia,
1565,Halifax,Nova Scotia,
1567,Hamilton,Ontario,
1568,Hamilton,Ontario,
1570,Hamilton,Ontario,
1571,Hamilton,Ontario,
1573,Kelowna,British Columbia,
1574,Kelowna,British Columbia,
1576,Kelowna,British Columbia,
1577,Kelowna,British Columbia,
1579,Kingston,Ontario,
1580,Kingston,Ontario,
1582,Kingston,Ontario,
1583,Kingston,Ontario,
1585,Kitchener-Cambridge-Waterloo,Ontario,
1586,Kitchener-Cambridge-Waterloo,Ontario,
1588,Kitchener-Cambridge-Waterloo,Ontario,
1589,Kitchener-Cambridge-Waterloo,Ontario,
1591,London,Ontario,
1592,London,Ontario,
1594,London,Ontario,
1595,London,Ontario,
1597,Moncton,New Brunswick,
1598,Moncton,New Brunswick,
1600,Moncton,New Brunswick,
1601,Moncton,New Brunswick,
1603,Montréal excluding Saint-Jérôme,Quebec,
1604,Montréal excluding Saint-Jérôme,Quebec,
1606,Montréal excluding Saint-Jérôme,Quebec,
1607,Montréal excluding Saint-Jérôme,Quebec,
1609,Oshawa,Ontario,
1610,Oshawa,Ontario,
1612,Oshawa,Ontario,
1613,Oshawa,Ontario,
1615,Ottawa-Gatineau,Ontario/Quebec,
1616,Ottawa-Gatineau,Ontario/Quebec,
1618,Ottawa-Gatineau,Ontario/Quebec,
1619,Ottawa-Gatineau,Ontario/Quebec,
1621,Ottawa-Gatineau,Ontario part,Ontario/Quebec
1622,Ottawa-Gatineau,Ontario part,Ontario/Quebec
1624,Ottawa-Gatineau,Ontario part,Ontario/Quebec
1625,Ottawa-Gatineau,Ontario part,Ontario/Quebec
1627,Ottawa-Gatineau,Quebec part,Ontario/Quebec
1628,Ottawa-Gatineau,Quebec part,Ontario/Quebec
1630,Ottawa-Gatineau,Quebec part,Ontario/Quebec
1631,Ottawa-Gatineau,Quebec part,Ontario/Quebec
1633,Peterborough,Ontario,
1634,Peterborough,Ontario,
1636,Peterborough,Ontario,
1637,Peterborough,Ontario,
1639,Québec,Quebec,
1640,Québec,Quebec,
1642,Québec,Quebec,
1643,Québec,Quebec,
1645,Regina,Saskatchewan,
1646,Regina,Saskatchewan,
1648,Regina,Saskatchewan,
1649,Regina,Saskatchewan,
1651,St. Catharines-Niagara,Ontario,
1652,St. Catharines-Niagara,Ontario,
1654,St. Catharines-Niagara,Ontario,
1655,St. Catharines-Niagara,Ontario,
1657,St. John's,Newfoundland and Labrador,
1658,St. John's,Newfoundland and Labrador,
1660,St. John's,Newfoundland and Labrador,
1661,St. John's,Newfoundland and Labrador,
1663,Saguenay,Quebec,
1664,Saguenay,Quebec,
1666,Saguenay,Quebec,
1667,Saguenay,Quebec,
1669,Saint John,New Brunswick,
1670,Saint John,New Brunswick,
1672,Saint John,New Brunswick,
1673,Saint John,New Brunswick,
1675,Saskatoon,Saskatchewan,
1676,Saskatoon,Saskatchewan,
1678,Saskatoon,Saskatchewan,
1679,Saskatoon,Saskatchewan,
1681,Sherbrooke,Quebec,
1682,Sherbrooke,Quebec,
1684,Sherbrooke,Quebec,
1685,Sherbrooke,Quebec,
1687,Thunder Bay,Ontario,
1688,Thunder Bay,Ontario,
1690,Thunder Bay,Ontario,
1691,Thunder Bay,Ontario,
1693,Toronto,Ontario,
1694,Toronto,Ontario,
1696,Toronto,Ontario,
1697,Toronto,Ontario,
1699,Trois-Rivières,Quebec,
1700,Trois-Rivières,Quebec,
1702,Trois-Rivières,Quebec,
1703,Trois-Rivières,Quebec,
1705,Vancouver,British Columbia,
1706,Vancouver,British Columbia,
1708,Vancouver,British Columbia,
1709,Vancouver,British Columbia,
1711,Victoria,British Columbia,
1712,Victoria,British Columbia,
1714,Victoria,British Columbia,
1715,Victoria,British Columbia,
1717,Windsor,Ontario,
1718,Windsor,Ontario,
1720,Windsor,Ontario,
1721,Windsor,Ontario,
1723,Winnipeg,Manitoba,
1724,Winnipeg,Manitoba,
1726,Winnipeg,Manitoba,
1727,Winnipeg,Manitoba,
1735,Abbotsford-Mission,British Columbia,
1736,Abbotsford-Mission,British Columbia,
1738,Abbotsford-Mission,British Columbia,
1739,Abbotsford-Mission,British Columbia,
1741,Barrie,Ontario,
1742,Barrie,Ontario,
1744,Barrie,Ontario,
1745,Barrie,Ontario,
1747,Brantford,Ontario,
1748,Brantford,Ontario,
1750,Brantford,Ontario,
1751,Brantford,Ontario,
1753,Calgary,Alberta,
1754,Calgary,Alberta,
1756,Calgary,Alberta,
1757,Calgary,Alberta,
1759,Edmonton,Alberta,
1760,Edmonton,Alberta,
1762,Edmonton,Alberta,
1763,Edmonton,Alberta,
1765,Greater Sudbury,Ontario,
1766,Greater Sudbury,Ontario,
1768,Greater Sudbury,Ontario,
1769,Greater Sudbury,Ontario,
1771,Guelph,Ontario,
1772,Guelph,Ontario,
1774,Guelph,Ontario,
1775,Guelph,Ontario,
1777,Halifax,Nova Scotia,
1778,Halifax,Nova Scotia,
1780,Halifax,Nova Scotia,
1781,Halifax,Nova Scotia,
1783,Hamilton,Ontario,
1784,Hamilton,Ontario,
1786,Hamilton,Ontario,
1787,Hamilton,Ontario,
1789,Kelowna,British Columbia,
1790,Kelowna,British Columbia,
1792,Kelowna,British Columbia,
1793,Kelowna,British Columbia,
1795,Kingston,Ontario,
1796,Kingston,Ontario,
1798,Kingston,Ontario,
1799,Kingston,Ontario,
1801,Kitchener-Cambridge-Waterloo,Ontario,
1802,Kitchener-Cambridge-Waterloo,Ontario,
1804,Kitchener-Cambridge-Waterloo,Ontario,
1805,Kitchener-Cambridge-Waterloo,Ontario,
1807,London,Ontario,
1808,London,Ontario,
1810,London,Ontario,
1811,London,Ontario,
1813,Moncton,New Brunswick,
1814,Moncton,New Brunswick,
1816,Moncton,New Brunswick,
1817,Moncton,New Brunswick,
1819,Montréal excluding Saint-Jérôme,Quebec,
1820,Montréal excluding Saint-Jérôme,Quebec,
1822,Montréal excluding Saint-Jérôme,Quebec,
1823,Montréal excluding Saint-Jérôme,Quebec,
1825,Oshawa,Ontario,
1826,Oshawa,Ontario,
1828,Oshawa,Ontario,
1829,Oshawa,Ontario,
1831,Ottawa-Gatineau,Ontario/Quebec,
1832,Ottawa-Gatineau,Ontario/Quebec,
1834,Ottawa-Gatineau,Ontario/Quebec,
1835,Ottawa-Gatineau,Ontario/Quebec,
1837,Ottawa-Gatineau,Ontario part,Ontario/Quebec
1838,Ottawa-Gatineau,Ontario part,Ontario/Quebec
1840,Ottawa-Gatineau,Ontario part,Ontario/Quebec
1841,Ottawa-Gatineau,Ontario part,Ontario/Quebec
1843,Ottawa-Gatineau,Quebec part,Ontario/Quebec
1844,Ottawa-Gatineau,Quebec part,Ontario/Quebec
1846,Ottawa-Gatineau,Quebec part,Ontario/Quebec
1847,Ottawa-Gatineau,Quebec part,Ontario/Quebec
1849,Peterborough,Ontario,
1850,Peterborough,Ontario,
1852,Peterborough,Ontario,
1853,Peterborough,Ontario,
1855,Québec,Quebec,
1856,Québec,Quebec,
1858,Québec,Quebec,
1859,Québec,Quebec,
1861,Regina,Saskatchewan,
1862,Regina,Saskatchewan,
1864,Regina,Saskatchewan,
1865,Regina,Saskatchewan,
1867,St. Catharines-Niagara,Ontario,
1868,St. Catharines-Niagara,Ontario,
1870,St. Catharines-Niagara,Ontario,
1871,St. Catharines-Niagara,Ontario,
1873,St. John's,Newfoundland and Labrador,
1874,St. John's,Newfoundland and Labrador,
1876,St. John's,Newfoundland and Labrador,
1877,St. John's,Newfoundland and Labrador,
1879,Saguenay,Quebec,
1880,Saguenay,Quebec,
1882,Saguenay,Quebec,
1883,Saguenay,Quebec,
1885,Saint John,New Brunswick,
1886,Saint John,New Brunswick,
1888,Saint John,New Brunswick,
1889,Saint John,New Brunswick,
1891,Saskatoon,Saskatchewan,
1892,Saskatoon,Saskatchewan,
1894,Saskatoon,Saskatchewan,
1895,Saskatoon,Saskatchewan,
1897,Sherbrooke,Quebec,
1898,Sherbrooke,Quebec,
1900,Sherbrooke,Quebec,
1901,Sherbrooke,Quebec,
1903,Thunder Bay,Ontario,
1904,Thunder Bay,Ontario,
1906,Thunder Bay,Ontario,
1907,Thunder Bay,Ontario,
1909,Toronto,Ontario,
1910,Toronto,Ontario,
1912,Toronto,Ontario,
1913,Toronto,Ontario,
1915,Trois-Rivières,Quebec,
1916,Trois-Rivières,Quebec,
1918,Trois-Rivières,Quebec,
1919,Trois-Rivières,Quebec,
1921,Vancouver,British Columbia,
1922,Vancouver,British Columbia,
1924,Vancouver,British Columbia,
1925,Vancouver,British Columbia,
1927,Victoria,British Columbia,
1928,Victoria,British Columbia,
1930,Victoria,British Columbia,
1931,Victoria,British Columbia,
1933,Windsor,Ontario,
1934,Windsor,Ontario,
1936,Windsor,Ontario,
1937,Windsor,Ontario,
1939,Winnipeg,Manitoba,
1940,Winnipeg,Manitoba,
1942,Winnipeg,Manitoba,
1943,Winnipeg,Manitoba,
1951,Abbotsford-Mission,British Columbia,
1952,Abbotsford-Mission,British Columbia,
1954,Abbotsford-Mission,British Columbia,
1955,Abbotsford-Mission,British Columbia,
1957,Barrie,Ontario,
1958,Barrie,Ontario,
1960,Barrie,Ontario,
1961,Barrie,Ontario,
1963,Brantford,Ontario,
1964,Brantford,Ontario,
1966,Brantford,Ontario,
1967,Brantford,Ontario,
1969,Calgary,Alberta,
1970,Calgary,Alberta,
1972,Calgary,Alberta,
1973,Calgary,Alberta,
1975,Edmonton,Alberta,
1976,Edmonton,Alberta,
1978,Edmonton,Alberta,
1979,Edmonton,Alberta,
1981,Greater Sudbury,Ontario,
1982,Greater Sudbury,Ontario,
1984,Greater Sudbury,Ontario,
1985,Greater Sudbury,Ontario,
1987,Guelph,Ontario,
1988,Guelph,Ontario,
1990,Guelph,Ontario,
1991,Guelph,Ontario,
1993,Halifax,Nova Scotia,
1994,Halifax,Nova Scotia,
1996,Halifax,Nova Scotia,
1997,Halifax,Nova Scotia,
1999,Hamilton,Ontario,
2000,Hamilton,Ontario,
2002,Hamilton,Ontario,
2003,Hamilton,Ontario,
2005,Kelowna,British Columbia,
2006,Kelowna,British Columbia,
2008,Kelowna,British Columbia,
2009,Kelowna,British Columbia,
2011,Kingston,Ontario,
2012,Kingston,Ontario,
2014,Kingston,Ontario,
2015,Kingston,Ontario,
2017,Kitchener-Cambridge-Waterloo,Ontario,
2018,Kitchener-Cambridge-Waterloo,Ontario,
2020,Kitchener-Cambridge-Waterloo,Ontario,
2021,Kitchener-Cambridge-Waterloo,Ontario,
2023,London,Ontario,
2024,London,Ontario,
2026,London,Ontario,
2027,London,Ontario,
2029,Moncton,New Brunswick,
2030,Moncton,New Brunswick,
2032,Moncton,New Brunswick,
2033,Moncton,New Brunswick,
2035,Montréal excluding Saint-Jérôme,Quebec,
2036,Montréal excluding Saint-Jérôme,Quebec,
2038,Montréal excluding Saint-Jérôme,Quebec,
2039,Montréal excluding Saint-Jérôme,Quebec,
2041,Oshawa,Ontario,
2042,Oshawa,Ontario,
2044,Oshawa,Ontario,
2045,Oshawa,Ontario,
2047,Ottawa-Gatineau,Ontario/Quebec,
2048,Ottawa-Gatineau,Ontario/Quebec,
2050,Ottawa-Gatineau,Ontario/Quebec,
2051,Ottawa-Gatineau,Ontario/Quebec,
2053,Ottawa-Gatineau,Ontario part,Ontario/Quebec
2054,Ottawa-Gatineau,Ontario part,Ontario/Quebec
2056,Ottawa-Gatineau,Ontario part,Ontario/Quebec
2057,Ottawa-Gatineau,Ontario part,Ontario/Quebec
2059,Ottawa-Gatineau,Quebec part,Ontario/Quebec
2060,Ottawa-Gatineau,Quebec part,Ontario/Quebec
2062,Ottawa-Gatineau,Quebec part,Ontario/Quebec
2063,Ottawa-Gatineau,Quebec part,Ontario/Quebec
2065,Peterborough,Ontario,
2066,Peterborough,Ontario,
2068,Peterborough,Ontario,
2069,Peterborough,Ontario,
2071,Québec,Quebec,
2072,Québec,Quebec,
2074,Québec,Quebec,
2075,Québec,Quebec,
2077,Regina,Saskatchewan,
2078,Regina,Saskatchewan,
2080,Regina,Saskatchewan,
2081,Regina,Saskatchewan,
2083,St. Catharines-Niagara,Ontario,
2084,St. Catharines-Niagara,Ontario,
2086,St. Catharines-Niagara,Ontario,
2087,St. Catharines-Niagara,Ontario,
2089,St. John's,Newfoundland and Labrador,
2090,St. John's,Newfoundland and Labrador,
2092,St. John's,Newfoundland and Labrador,
2093,St. John's,Newfoundland and Labrador,
2095,Saguenay,Quebec,
2096,Saguenay,Quebec,
2098,Saguenay,Quebec,
2099,Saguenay,Quebec,
2101,Saint John,New Brunswick,
2102,Saint John,New Brunswick,
2104,Saint John,New Brunswick,
2105,Saint John,New Brunswick,
2107,Saskatoon,Saskatchewan,
2108,Saskatoon,Saskatchewan,
2110,Saskatoon,Saskatchewan,
2111,Saskatoon,Saskatchewan,
2113,Sherbrooke,Quebec,
2114,Sherbrooke,Quebec,
2116,Sherbrooke,Quebec,
2117,Sherbrooke,Quebec,
2119,Thunder Bay,Ontario,
2120,Thunder Bay,Ontario,
2122,Thunder Bay,Ontario,
2123,Thunder Bay,Ontario,
2125,Toronto,Ontario,
2126,Toronto,Ontario,
2128,Toronto,Ontario,
2129,Toronto,Ontario,
2131,Trois-Rivières,Quebec,
2132,Trois-Rivières,Quebec,
2134,Trois-Rivières,Quebec,
2135,Trois-Rivières,Quebec,
2137,Vancouver,British Columbia,
2138,Vancouver,British Columbia,
2140,Vancouver,British Columbia,
2141,Vancouver,British Columbia,
2143,Victoria,British Columbia,
2144,Victoria,British Columbia,
2146,Victoria,British Columbia,
2147,Victoria,British Columbia,
2149,Windsor,Ontario,
2150,Windsor,Ontario,
2152,Windsor,Ontario,
2153,Windsor,Ontario,
2155,Winnipeg,Manitoba,
2156,Winnipeg,Manitoba,
2158,Winnipeg,Manitoba,
2159,Winnipeg,Manitoba,
2167,Abbotsford-Mission,British Columbia,
2168,Abbotsford-Mission,British Columbia,
2170,Abbotsford-Mission,British Columbia,
2171,Abbotsford-Mission,British Columbia,
2173,Barrie,Ontario,
2174,Barrie,Ontario,
2176,Barrie,Ontario,
2177,Barrie,Ontario,
2179,Brantford,Ontario,
2180,Brantford,Ontario,
2182,Brantford,Ontario,
2183,Brantford,Ontario,
2185,Calgary,Alberta,
2186,Calgary,Alberta,
2188,Calgary,Alberta,
2189,Calgary,Alberta,
2191,Edmonton,Alberta,
2192,Edmonton,Alberta,
2194,Edmonton,Alberta,
2195,Edmonton,Alberta,
2197,Greater Sudbury,Ontario,
2198,Greater Sudbury,Ontario,
2200,Greater Sudbury,Ontario,
2201,Greater Sudbury,Ontario,
2203,Guelph,Ontario,
2204,Guelph,Ontario,
2206,Guelph,Ontario,
2207,Guelph,Ontario,
2209,Halifax,Nova Scotia,
2210,Halifax,Nova Scotia,
2212,Halifax,Nova Scotia,
2213,Halifax,Nova Scotia,
2215,Hamilton,Ontario,
2216,Hamilton,Ontario,
2218,Hamilton,Ontario,
2219,Hamilton,Ontario,
2221,Kelowna,British Columbia,
2222,Kelowna,British Columbia,
2224,Kelowna,British Columbia,
2225,Kelowna,British Columbia,
2227,Kingston,Ontario,
2228,Kingston,Ontario,
2230,Kingston,Ontario,
2231,Kingston,Ontario,
2233,Kitchener-Cambridge-Waterloo,Ontario,
2234,Kitchener-Cambridge-Waterloo,Ontario,
2236,Kitchener-Cambridge-Waterloo,Ontario,
2237,Kitchener-Cambridge-Waterloo,Ontario,
2239,London,Ontario,
2240,London,Ontario,
2242,London,Ontario,
2243,London,Ontario,
2245,Moncton,New Brunswick,
2246,Moncton,New Brunswick,
2248,Moncton,New Brunswick,
2249,Moncton,New Brunswick,
2251,Montréal excluding Saint-Jérôme,Quebec,
2252,Montréal excluding Saint-Jérôme,Quebec,
2254,Montréal excluding Saint-Jérôme,Quebec,
2255,Montréal excluding Saint-Jérôme,Quebec,
2257,Oshawa,Ontario,
2258,Oshawa,Ontario,
2260,Oshawa,Ontario,
2261,Oshawa,Ontario,
2263,Ottawa-Gatineau,Ontario/Quebec,
2264,Ottawa-Gatineau,Ontario/Quebec,
2266,Ottawa-Gatineau,Ontario/Quebec,
2267,Ottawa-Gatineau,Ontario/Quebec,
2269,Ottawa-Gatineau,Ontario part,Ontario/Quebec
2270,Ottawa-Gatineau,Ontario part,Ontario/Quebec
2272,Ottawa-Gatineau,Ontario part,Ontario/Quebec
2273,Ottawa-Gatineau,Ontario part,Ontario/Quebec
2275,Ottawa-Gatineau,Quebec part,Ontario/Quebec
2276,Ottawa-Gatineau,Quebec part,Ontario/Quebec
2278,Ottawa-Gatineau,Quebec part,Ontario/Quebec
2279,Ottawa-Gatineau,Quebec part,Ontario/Quebec
2281,Peterborough,Ontario,
2282,Peterborough,Ontario,
2284,Peterborough,Ontario,
2285,Peterborough,Ontario,
2287,Québec,Quebec,
2288,Québec,Quebec,
2290,Québec,Quebec,
2291,Québec,Quebec,
2293,Regina,Saskatchewan,
2294,Regina,Saskatchewan,
2296,Regina,Saskatchewan,
2297,Regina,Saskatchewan,
2299,St. Catharines-Niagara,Ontario,
2300,St. Catharines-Niagara,Ontario,
2302,St. Catharines-Niagara,Ontario,
2303,St. Catharines-Niagara,Ontario,
2305,St. John's,Newfoundland and Labrador,
2306,St. John's,Newfoundland and Labrador,
2308,St. John's,Newfoundland and Labrador,
2309,St. John's,Newfoundland and Labrador,
2311,Saguenay,Quebec,
2312,Saguenay,Quebec,
2314,Saguenay,Quebec,
2315,Saguenay,Quebec,
2317,Saint John,New Brunswick,
2318,Saint John,New Brunswick,
2320,Saint John,New Brunswick,
2321,Saint John,New Brunswick,
2323,Saskatoon,Saskatchewan,
2324,Saskatoon,Saskatchewan,
2326,Saskatoon,Saskatchewan,
2327,Saskatoon,Saskatchewan,
2329,Sherbrooke,Quebec,
2330,Sherbrooke,Quebec,
2332,Sherbrooke,Quebec,
2333,Sherbrooke,Quebec,
2335,Thunder Bay,Ontario,
2336,Thunder Bay,Ontario,
2338,Thunder Bay,Ontario,
2339,Thunder Bay,Ontario,
2341,Toronto,Ontario,
2342,Toronto,Ontario,
2344,Toronto,Ontario,
2345,Toronto,Ontario,
2347,Trois-Rivières,Quebec,
2348,Trois-Rivières,Quebec,
2350,Trois-Rivières,Quebec,
2351,Trois-Rivières,Quebec,
2353,Vancouver,British Columbia,
2354,Vancouver,British Columbia,
2356,Vancouver,British Columbia,
2357,Vancouver,British Columbia,
2359,Victoria,British Columbia,
2360,Victoria,British Columbia,
2362,Victoria,British Columbia,
2363,Victoria,British Columbia,
2365,Windsor,Ontario,
2366,Windsor,Ontario,
2368,Windsor,Ontario,
2369,Windsor,Ontario,
2371,Winnipeg,Manitoba,
2372,Winnipeg,Manitoba,
2374,Winnipeg,Manitoba,
2375,Winnipeg,Manitoba,
2383,Abbotsford-Mission,British Columbia,
2384,Abbotsford-Mission,British Columbia,
2386,Abbotsford-Mission,British Columbia,
2387,Abbotsford-Mission,British Columbia,
2389,Barrie,Ontario,
2390,Barrie,Ontario,
2392,Barrie,Ontario,
2393,Barrie,Ontario,
2395,Brantford,Ontario,
2396,Brantford,Ontario,
2398,Brantford,Ontario,
2399,Brantford,Ontario,
2401,Calgary,Alberta,
2402,Calgary,Alberta,
2404,Calgary,Alberta,
2405,Calgary,Alberta,
