city_name,city_size_type,city_type,province,pop_2016,city_size,pop_density
Teulon,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1095.0,1.89,580.8
Battleford,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,3750.0,2.03,1849.0
Delisle,"Small population centre (1,000 to 29,999)",Fringe,Saskatchewan,1038.0,1.08,963.3
Alberta Beach - Val Quentin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1204.0,1.33,905.5
Bentley,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1027.0,0.77,1329.4
Cold Lake,"Small population centre (1,000 to 29,999)",Fringe,Alberta,6678.0,5.25,1271.6
Coleman,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1475.0,1.97,749.6
Duchess,"Small population centre (1,000 to 29,999)",Fringe,Alberta,1009.0,1.09,927.9
Falher,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1032.0,1.43,722.5
Fort Saskatchewan,"Small population centre (1,000 to 29,999)",Fringe,Alberta,23895.0,21.31,1121.2
Heritage Pointe,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,2075.0,4.78,433.7
Lancaster Park,"Small population centre (1,000 to 29,999)",Fringe,Alberta,1501.0,0.92,1637.6
Legal,"Small population centre (1,000 to 29,999)",Fringe,Alberta,1135.0,1.33,851.1
Redcliff,"Small population centre (1,000 to 29,999)",Fringe,Alberta,5474.0,7.31,748.9
Springbrook,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1502.0,2.18,689.1
Turner Valley,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,2249.0,2.69,835.2
Vauxhall,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1222.0,2.72,449.4
Westlake,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1363.0,3.27,417.4
Canoe,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,1081.0,2.57,421.4
Fairwinds,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1147.0,2.2,520.9
Cobble Hill,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,3580.0,6.64,539.0
Keremeos,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1714.0,2.85,602.4
Ladner,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,22193.0,7.37,3009.4
Mission,"Medium population centre (30,000 to 99,999)",Fringe,British Columbia,33261.0,24.91,1335.2
Naramata,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1003.0,2.31,433.7
Okanagan Falls,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,2167.0,3.34,649.4
Peachland,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,4698.0,9.83,478.1
Puntledge,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1387.0,3.47,400.2
Rayleigh,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,1951.0,2.06,948.1
Rosedale,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,1741.0,3.83,454.5
Shawnigan - Mill Bay,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,7021.0,13.31,527.5
Telkwa,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1160.0,2.85,406.9
Trail - Fruitvale,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,12643.0,21.13,598.3
Tsawwassen,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,21588.0,12.91,1672.0
Fort Smith,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Northwest Territories,2031.0,2.01,1010.5
Gjoa Haven,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nunavut,1197.0,0.78,1528.9
Howie Centre,"Small population centre (1,000 to 29,999)",Fringe,Nova Scotia,1733.0,4.24,408.7
Placentia,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Newfoundland and Labrador,1553.0,3.65,425.3
Cedar,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,1674.0,2.25,745.5
